INSTITUTION NAME,AGE,INITIAL HIRE DATE,JOB CATEGORY,EMPLOYEE ANNUAL BASE SALARY,EMPLOYEE HOME DEPARTMENT,PRIMARY WORKING TITLE
ASU,43,"AUG 26, 2008",Professor,114562.00,Economics,Associate Professor
ASU,51,"AUG 23, 2005",Associate Professor,78548.00,Curriculum & Instruction,Associate Professor
ASU,45,"JUL 01, 2012",Professor,84206.00,Leadership & Edu Studies,Professor
ASU,33,"AUG 19, 2019",Assistant Professor,66137.00,Art,Assistant Professor
ASU,58,"AUG 16, 2016",Associate Professor,67358.00,Government & Justice Studies,Associate Professor
ASU,42,"AUG 19, 2014",Associate Professor,75320.00,Sustainable Development,Assistant Professor
ASU,46,"AUG 25, 2009",Associate Professor,77884.00,History,Assistant Professor
ASU,64,"AUG 15, 1986",Professor,163318.00,Computer Information Systems,Professor
ASU,64,"AUG 15, 2000",Professor,148429.00,Physics & Astronomy,Professor
ASU,43,"AUG 17, 2015",Associate Professor,76800.00,Art,Associate Professor
ASU,43,"AUG 21, 2012",Associate Professor,71674.00,History,Associate Professor
ASU,67,"AUG 15, 1997",Professor,88030.00,History,Professor
ASU,44,"AUG 19, 2014",Associate Professor,71723.00,English,Associate Professor
ASU,40,"AUG 19, 2014",Associate Professor,71288.00,English,Associate Professor
ASU,50,"AUG 21, 2007",Professor,88553.00,Psychology,Professor
ASU,62,"AUG 01, 2008",Professor,128258.00,History,Professor
ASU,46,"AUG 21, 2007",Professor,92123.00,Geological & Environmental Sciences,Associate Professor
ASU,32,"AUG 17, 2020",Assistant Professor,71984.00,Leadership & Edu Studies,Professor
ASU,33,"AUG 17, 2020",Assistant Professor,140327.00,Management,Assistant Professor
ASU,66,"AUG 15, 1986",Professor,132566.00,Chemistry & Fermentation Sciences,Professor
ASU,45,"AUG 17, 2015",Assistant Professor,68297.00,Anthropology,Assistant Professor
ASU,41,"AUG 19, 2019",Associate Professor,72763.00,Government & Justice Studies,Associate Professor
ASU,48,"AUG 17, 2015",Associate Professor,75033.00,Anthropology,Associate Professor
ASU,40,"AUG 15, 2022",Assistant Professor,44000.00,English,Visiting Assistant Professor
ASU,43,"AUG 23, 2011",Associate Professor,83313.00,Geological & Environmental Sciences,Associate Professor
ASU,72,"AUG 15, 1981",Professor,108414.00,Physics & Astronomy,Professor
ASU,61,"AUG 16, 1999",Associate Professor,68199.00,School Of Music,Associate Professor
ASU,37,"AUG 21, 2018",Assistant Professor,78674.00,Rehabilitation Sciences,Assistant Professor
ASU,39,"AUG 16, 2016",Associate Professor,75917.00,Reading Education & Specl Education,Professor
ASU,56,"JUL 01, 2003",Professor,146382.00,Computer Information Systems,Professor
ASU,38,"AUG 19, 2019",Assistant Professor,73286.00,Biology,Assistant Professor
ASU,40,"JUL 01, 2015",Associate Professor,77779.00,Chemistry & Fermentation Sciences,Associate Professor
ASU,43,"AUG 19, 2014",Associate Professor,80860.00,Health and Exercise Science (HES),Associate Professor
ASU,64,"AUG 01, 1996",Associate Professor,41092.00,Human Dev & Psych Counsel,Professor
ASU,39,"JUL 01, 2021",Assistant Professor,67275.00,Reading Education & Specl Education,Assistant Professor
ASU,70,"AUG 15, 1988",Professor,113535.00,Physics & Astronomy,Professor
ASU,37,"AUG 19, 2019",Assistant Professor,61774.00,School Of Music,Assistant Professor
ASU,52,"AUG 19, 2014",Lecturer,56136.00,Recreation Mgmt and Phys Ed (RMPE),Professor
ASU,57,"NOV 09, 2005",Professor,82093.00,Interdisciplinary Studies,Associate Professor
ASU,49,"JAN 15, 1999",Lecturer,48158.00,Physics & Astronomy,Professor/Graduate Coordinator
ASU,64,"JUL 01, 2003",Professor,96721.00,Geography & Planning,Professor
ASU,57,"JAN 12, 2009",Professor,95006.00,Health and Exercise Science (HES),Professor
ASU,42,"AUG 22, 2017",Associate Professor,78084.00,Art,Associate Professor
ASU,81,"AUG 15, 1987",Professor,86029.00,English,Professor
ASU,31,"AUG 09, 2021",Assistant Professor,57820.00,School Of Music,Assistant Professor
ASU,53,"JAN 09, 2006",Professor,100136.00,Applied Design,Professor
ASU,55,"AUG 26, 2008",Associate Professor,130889.00,Marketing & Supply Chain Mgmt (SCM),Associate Professor
ASU,67,"AUG 17, 1998",Instructor,52624.00,Interdisciplinary Studies,Assistant Professor
ASU,67,"AUG 15, 1988",Professor,100257.00,Geological & Environmental Sciences,Professor
ASU,38,"AUG 19, 2019",Assistant Professor,154636.00,"Finance, Banking & Insurance",Assistant Professor
ASU,61,"AUG 15, 2001",Professor,82010.00,"Languages, Literatures & Cultures",Professor
ASU,72,"AUG 15, 1989",Professor,94879.00,Art,Professor
ASU,64,"AUG 15, 1996",Professor,97505.00,Biology,Professor
ASU,39,"AUG 21, 2018",Assistant Professor,138493.00,Management,Assistant Professor
ASU,44,"AUG 23, 2011",Associate Professor,72609.00,Philosophy & Religion,Associate Professor
ASU,32,"JUN 01, 2020",Assistant Professor,59355.00,Library-Reference,Assistant Professor
ASU,45,"JAN 13, 2014",Associate Professor,78684.00,Chemistry & Fermentation Sciences,Associate Professor
ASU,48,"AUG 19, 2014",Professor,92392.00,Social Work,Professor
ASU,71,"AUG 15, 1988",Professor,103835.00,Leadership & Edu Studies,Professor
ASU,38,"AUG 22, 2017",Assistant Professor,62302.00,Communication,Assistant Professor
ASU,51,"AUG 21, 2007",Professor,135460.00,Marketing & Supply Chain Mgmt (SCM),Professor/MBA Director
ASU,50,"JAN 10, 2005",Professor,88110.00,Theatre & Dance,Associate Professor
ASU,68,"AUG 15, 1988",Professor,152297.00,Marketing & Supply Chain Mgmt (SCM),Professor/Dir SCM
ASU,42,"AUG 21, 2018",Associate Professor,77286.00,Biology,Associate Professor
ASU,60,"JAN 09, 2006",Assistant Professor,63921.00,Theatre & Dance,Assistant Professor
ASU,45,"AUG 21, 2018",Assistant Professor,60728.00,Communication,Assistant Professor
ASU,75,"SEP 01, 1977",Professor,165668.01,"Finance, Banking & Insurance",Professor
ASU,52,"AUG 21, 2018",Assistant Professor,140964.00,Management,Assistant Professor
ASU,55,"AUG 15, 2000",Associate Professor,109126.00,Economics,Associate Professor
ASU,62,"AUG 15, 1995",Professor,103214.00,Communication,Professor
ASU,35,"JUN 23, 2022",Assistant Professor,60000.00,School Of Music,Assistant Professor
ASU,44,"AUG 09, 2021",Assistant Professor,67320.00,Applied Design,Assistant Professor
ASU,53,"AUG 27, 2002",Professor,87518.00,"Languages, Literatures & Cultures",Professor
ASU,42,"AUG 17, 2015",Associate Professor,79938.00,Geography & Planning,Associate Professor
ASU,81,"SEP 01, 1972",Professor,107201.00,Psychology,Professor
ASU,31,"AUG 17, 2020",Assistant Professor,51589.00,Anthropology,Visiting Assistant Professor
ASU,55,"JUL 01, 2003",Associate Professor,88724.00,Applied Design,Associate Professor
ASU,70,"AUG 15, 1989",Professor,93275.00,English,Professor
ASU,58,"AUG 26, 2008",Associate Professor,74924.00,Psychology,Associate Professor
ASU,55,"JUL 01, 2004",Professor,148591.00,Economics,Professor
ASU,43,"AUG 27, 2002",Assistant Professor,63420.00,Art,Assistant Professor
ASU,65,"AUG 17, 1992",Associate Professor,75374.00,English,Associate Professor
ASU,64,"JUL 01, 2006",Professor,109129.00,Interdisciplinary Studies,Professor
ASU,33,"JAN 10, 2022",Assistant Professor,119025.00,Computer Information Systems,Professor
ASU,58,"AUG 20, 2013",Professor,110662.00,English,Professor
ASU,37,"AUG 16, 2016",Associate Professor,83274.00,Geological & Environmental Sciences,Associate Professor
ASU,67,"JAN 01, 1981",Professor,84870.00,Accounting,Professor/Sr Dir of Development
ASU,52,"AUG 23, 2011",Associate Professor,73881.00,Communication,Assistant Professor
ASU,44,"JAN 25, 2013",Assistant Professor,101505.00,"Finance, Banking & Insurance",Assistant Professor
ASU,50,"AUG 24, 2010",Associate Professor,81271.00,Applied Design,Associate Professor
ASU,41,"AUG 21, 2007",Associate Professor,156183.00,Accounting,Associate Professor
ASU,48,"AUG 17, 2015",Associate Professor,141081.00,Management,Associate Professor
ASU,53,"AUG 23, 2005",Professor,77888.00,Philosophy & Religion,Professor
ASU,45,"AUG 09, 2014",Associate Professor,70705.00,Philosophy & Religion,Associate Professor
ASU,51,"AUG 26, 2008",Professor,93804.00,Psychology,Professor
ASU,51,"AUG 21, 2018",Assistant Professor,67582.00,Philosophy & Religion,Assistant Professor
ASU,34,"AUG 19, 2019",Assistant Professor,66054.00,"Languages, Literatures & Cultures",Assistant Professor
ASU,48,"JUL 01, 2012",Associate Professor,76874.00,Biology,Associate Professor
ASU,31,"JAN 17, 2017",Assistant Professor,61751.00,Art,Visiting Assistant Professor
ASU,34,"AUG 22, 2017",Assistant Professor,80167.00,Geological & Environmental Sciences,Assistant Professor
ASU,60,"AUG 16, 1993",Professor,90140.00,School Of Music,Professor
ASU,60,"JUL 01, 2010",Associate Professor,41792.00,Sustainable Development,Associate Professor
ASU,42,"AUG 22, 2017",Associate Professor,79659.00,Nutrition & Health Care Mgt.,Associate Professor
ASU,43,"AUG 22, 2017",Assistant Professor,72321.00,Health and Exercise Science (HES),Visiting Assistant Professor
ASU,47,"AUG 19, 2014",Associate Professor,77884.00,Social Work,Assistant Professor
ASU,45,"JAN 03, 2022",Assistant Professor,91080.00,Computer Science,Assistant Professor
ASU,59,"AUG 15, 1996",Professor,115399.00,Computer Science,Professor
ASU,42,"NOV 06, 2015",Assistant Professor,75323.00,Biology,Professor
ASU,60,"AUG 17, 1998",Professor,84829.00,English,Professor
ASU,60,"JAN 01, 2004",Professor,79409.00,"Languages, Literatures & Cultures",Professor
ASU,55,"AUG 26, 2008",Professor,85232.00,Curriculum & Instruction,Professor
ASU,51,"AUG 22, 2006",Professor,84902.00,Art,Professor
ASU,48,"AUG 16, 2016",Professor,79333.00,Art,Associate Professor
ASU,49,"AUG 16, 2016",Associate Professor,132976.00,Marketing & Supply Chain Mgmt (SCM),Assistant Professor
ASU,47,"AUG 21, 2018",Assistant Professor,73852.00,Sustainable Technlgy & Built Envirn,Assistant Professor
ASU,64,"AUG 16, 2016",Assistant Professor,57490.00,Biology,Visiting Assistant Professor
ASU,50,"AUG 19, 2014",Associate Professor,70472.00,"Languages, Literatures & Cultures",Associate Professor
ASU,68,"AUG 17, 2015",Associate Professor,87062.00,Government & Justice Studies,Associate Professor
ASU,61,"AUG 24, 2004",Professor,87955.00,Recreation Mgmt and Phys Ed (RMPE),Professor
ASU,55,"AUG 21, 2018",Professor,100529.00,Rehabilitation Sciences,Professor
ASU,54,"AUG 27, 2002",Professor,93322.00,Reading Education & Specl Education,Professor/Assistant Chair
ASU,58,"AUG 15, 2001",Associate Professor,79524.00,Theatre & Dance,Associate Professor
ASU,56,"AUG 27, 2002",Professor,83259.00,Psychology,Professor
ASU,70,"APR 16, 2013",Professor,130417.00,Leadership & Edu Studies,Professor
ASU,54,"JUL 01, 2003",Professor,93893.00,Psychology,Professor
ASU,51,"JAN 14, 2008",Associate Professor,79240.00,Biology,Associate Professor
ASU,45,"AUG 01, 2019",Assistant Professor,64967.00,School Of Music,Assistant Professor
ASU,48,"AUG 15, 2022",Assistant Professor,64000.00,School Of Music,Assistant Professor
ASU,66,"AUG 15, 1990",Professor,93197.00,History,Professor
ASU,57,"AUG 25, 2009",Associate Professor,71737.00,Communication,Associate Professor
ASU,75,"OCT 17, 2011",Associate Professor,118068.00,Art,Associate Professor
ASU,46,"AUG 19, 2019",Associate Professor,74709.00,School Of Music,Assistant Professor
ASU,42,"AUG 19, 2014",Assistant Professor,66354.00,Anthropology,Assistant Professor
ASU,59,"JUL 22, 2003",Associate Professor,70426.00,Interdisciplinary Studies,Associate Professor
ASU,50,"AUG 26, 2008",Professor,95006.00,Rehabilitation Sciences,Professor/ATP Program Dir
ASU,61,"AUG 24, 2004",Professor,92449.00,Curriculum & Instruction,Professor
ASU,44,"AUG 09, 2021",Assistant Professor,64170.00,Sociology,Assistant Professor
ASU,48,"AUG 21, 2018",Assistant Professor,61760.00,Theatre & Dance,Assistant Professor
ASU,60,"AUG 15, 1996",Professor,93453.00,Philosophy & Religion,Professor
ASU,31,"AUG 16, 2012",Assistant Professor,44000.00,English,Visiting Assistant Professor
ASU,47,"AUG 26, 2008",Professor,79004.00,Communication,Professor
ASU,70,"AUG 15, 1989",Instructor,54639.00,Physics & Astronomy,Adjunct Professor
ASU,36,"OCT 19, 2020",Lecturer,52703.00,Management,Associate Professor
ASU,54,"MAY 01, 2020",Assistant Professor,59355.00,Library,Assistant Professor
ASU,38,"AUG 09, 2021",Assistant Professor,65723.00,Art,Associate Professor
ASU,54,"AUG 17, 1998",Professor,91379.00,Mathematical Sciences,Professor
ASU,58,"AUG 24, 2004",Professor,93047.00,Curriculum & Instruction,Professor
ASU,55,"AUG 24, 2004",Associate Professor,94097.00,Reading Education & Specl Education,Associate Professor
ASU,34,"JAN 17, 2023",Assistant Professor,65500.00,Anthropology,Assistant Professor
ASU,62,"AUG 27, 2002",Professor,121860.00,Economics,Professor
ASU,62,"JAN 17, 1995",Professor,86805.00,English,Professor
ASU,72,"AUG 23, 2005",Professor,83616.00,Art,Professor
ASU,40,"AUG 21, 2018",Assistant Professor,107392.00,Economics,Assistant Professor
ASU,58,"AUG 26, 2008",Professor,80490.00,English,Professor
ASU,71,"AUG 25, 2009",Professor,87961.00,Leadership & Edu Studies,Professor
ASU,59,"AUG 21, 2007",Professor,84825.00,Leadership & Edu Studies,Professor/MSA Grad Prg Dir
ASU,45,"AUG 25, 2009",Professor,96118.00,Nutrition & Health Care Mgt.,Professor/Grad Prog Dir
ASU,63,"JAN 15, 1987",Professor,138993.00,Marketing & Supply Chain Mgmt (SCM),Professor
ASU,38,"JUN 26, 2009",Associate Professor,160347.00,"Finance, Banking & Insurance",Assoc Prof/Thompson Professorship
ASU,60,"AUG 17, 1998",Professor,92740.00,Geological & Environmental Sciences,Professor
ASU,55,"AUG 15, 2022",Associate Professor,129000.00,Computer Information Systems,Associate Professor
ASU,57,"AUG 17, 1998",Professor,96538.00,Philosophy & Religion,Professor
ASU,45,"AUG 25, 2009",Professor,80240.00,Chemistry & Fermentation Sciences,Professor
ASU,35,"AUG 17, 2020",Lecturer,56820.00,Health and Exercise Science (HES),Professor
ASU,41,"AUG 20, 2013",Associate Professor,80666.00,Social Work,Associate Professor
ASU,36,"AUG 21, 2018",Assistant Professor,97355.00,Computer Science,Assistant Professor
ASU,36,"AUG 16, 2016",Assistant Professor,63004.00,Communication,Assistant Professor
ASU,53,"AUG 01, 2022",Associate Professor,72000.00,Curriculum & Instruction,Associate Professor
ASU,43,"AUG 23, 2011",Associate Professor,70705.00,Philosophy & Religion,Associate Professor
ASU,56,"AUG 21, 2018",Assistant Professor,103474.00,Rehabilitation Sciences,Clinical Assistant Professor
ASU,46,"AUG 19, 2014",Assistant Professor,58969.00,School Of Music,Assistant Professor
ASU,55,"JAN 14, 2008",Professor,76638.00,Center for Appalachian Studies,Professor
ASU,45,"AUG 19, 2019",Lecturer,50704.00,Communication,Professor
ASU,43,"AUG 17, 2020",Associate Professor,90694.00,Nutrition & Health Care Mgt.,Associate Professor
ASU,53,"AUG 24, 2004",Associate Professor,76490.00,Recreation Mgmt and Phys Ed (RMPE),Associate Professor
ASU,58,"AUG 16, 2016",Associate Professor,129294.00,Computer Information Systems,Associate Professor
ASU,57,"AUG 17, 2020",Assistant Professor,155662.00,Accounting,Assistant Professor
ASU,41,"JAN 17, 2017",Assistant Professor,79221.00,Rehabilitation Sciences,Assistant Professor
ASU,52,"AUG 23, 2005",Professor,89816.00,Geological & Environmental Sciences,Professor
ASU,63,"JUL 05, 2018",Assistant Professor,89399.00,Reading Education & Specl Education,Assistant Professor
ASU,35,"AUG 17, 2015",Assistant Professor,72877.00,Applied Design,Assistant Professor
ASU,47,"AUG 24, 2004",Professor,86081.00,Theatre & Dance,Professor
ASU,40,"AUG 01, 2016",Assistant Professor,90084.00,Psychology,Clinical Assistant Professor
ASU,44,"JAN 30, 1998",Professor,85279.00,Physics & Astronomy,Professor
ASU,40,"AUG 19, 2014",Associate Professor,73537.00,Government & Justice Studies,Assistant Professor
ASU,50,"AUG 15, 2022",Associate Professor,101684.00,Computer Science,Associate Professor
ASU,66,"AUG 15, 1990",Professor,106646.00,Mathematical Sciences,Professor
ASU,47,"AUG 23, 2005",Professor,162793.00,"Finance, Banking & Insurance",Professor
ASU,49,"JAN 15, 2015",Assistant Professor,118776.00,Computer Information Systems,Assistant Professor
ASU,36,"AUG 19, 2019",Assistant Professor,154351.00,"Finance, Banking & Insurance",Assistant Professor
ASU,54,"AUG 26, 2008",Professor,82187.00,Government & Justice Studies,Professor
ASU,52,"AUG 24, 2010",Associate Professor,71746.00,Communication,Associate Professor
ASU,66,"AUG 17, 1992",Professor,95834.00,School Of Music,Professor
ASU,44,"AUG 17, 2015",Associate Professor,76719.00,English,Associate Professor
ASU,55,"AUG 15, 2000",Professor,83777.00,History,Professor
ASU,62,"JUN 01, 2009",Associate Professor,80408.00,Leadership & Edu Studies,Professor
ASU,64,"AUG 25, 2009",Associate Professor,79181.00,Sustainable Technlgy & Built Envirn,Associate Professor
ASU,41,"AUG 17, 2015",Associate Professor,81111.00,Rehabilitation Sciences,Assistant Professor
ASU,54,"AUG 15, 1995",Professor,85310.00,Art,Professor
ASU,54,"AUG 26, 2008",Professor,90698.00,Social Work,Professor
ASU,51,"JUL 01, 2021",Assistant Professor,70018.00,Mathematical Sciences,Professor/Prog. Director
ASU,56,"AUG 15, 1997",Professor,103393.00,Psychology,Professor/Dir of I/O Program
ASU,60,"AUG 21, 2007",Associate Professor,74198.00,Government & Justice Studies,Associate Professor
ASU,76,"AUG 15, 1986",Professor,107343.00,Accounting,Professor
ASU,45,"AUG 17, 2015",Associate Professor,73451.00,Sustainable Development,Associate Professor
ASU,43,"AUG 17, 2015",Associate Professor,72881.00,Sustainable Development,Associate Professor
ASU,42,"JUL 01, 2011",Associate Professor,98048.00,Economics,Associate Professor
ASU,44,"AUG 20, 2013",Lecturer,55631.00,Economics,Visiting Assistant Professor
ASU,35,"APR 25, 2007",Assistant Professor,72450.00,Nutrition & Health Care Mgt.,Assistant Professor
ASU,73,"JAN 17, 1995",Professor,83030.00,History,Professor
ASU,47,"AUG 17, 2020",Assistant Professor,64620.00,"Languages, Literatures & Cultures",Assistant Professor
ASU,60,"AUG 15, 1996",Associate Professor,79873.00,English,Associate Professor
ASU,54,"MAY 21, 2003",Professor,95358.00,Leadership & Edu Studies,Professor
ASU,45,"AUG 24, 2010",Professor,87094.00,Psychology,Professor
ASU,70,"AUG 17, 1992",Professor,95612.00,Recreation Mgmt and Phys Ed (RMPE),Professor
ASU,41,"AUG 15, 2022",Assistant Professor,92500.00,Computer Science,Associate Professor
ASU,63,"AUG 17, 2020",Lecturer,60345.00,Communication,Professor
ASU,56,"AUG 16, 2021",Lecturer,48000.00,Computer Information Systems,Assistant Professor
ASU,60,"AUG 20, 2013",Professor,121863.00,Computer Science,Professor
ASU,65,"AUG 19, 2014",Associate Professor,75574.00,Human Dev & Psych Counsel,Associate Professor
ASU,54,"JUL 01, 2003",Professor,160823.00,"Finance, Banking & Insurance",Professor
ASU,41,"AUG 16, 2002",Assistant Professor,73185.00,Recreation Mgmt and Phys Ed (RMPE),Assistant Professor
ASU,58,"AUG 22, 2017",Assistant Professor,155163.00,Accounting,Assistant Professor
ASU,49,"AUG 19, 2019",Assistant Professor,129789.00,Computer Information Systems,Assistant Professor
ASU,66,"AUG 22, 2006",Professor,77228.00,School Of Music,Professor
ASU,39,"AUG 17, 2020",Assistant Professor,72289.00,Physics & Astronomy,Assistant Professor
ASU,39,"AUG 19, 2019",Assistant Professor,63287.00,Communication,Assistant Professor
ASU,51,"AUG 17, 2015",Associate Professor,70207.00,Interdisciplinary Studies,Associate Professor
ASU,41,"JUL 14, 2008",Associate Professor,79475.00,Health and Exercise Science (HES),Associate Professor
ASU,43,"AUG 17, 2020",Assistant Professor,139983.00,Management,Assistant Professor
ASU,41,"AUG 21, 2012",Professor,79335.00,Government & Justice Studies,Professor
ASU,43,"AUG 15, 2022",Assistant Professor,66000.00,Government & Justice Studies,Assistant Professor
ASU,47,"AUG 17, 2020",Assistant Professor,119977.00,Computer Information Systems,Assistant Professor
ASU,58,"AUG 17, 2015",Associate Professor,77682.00,Biology,Associate Professor
ASU,66,"AUG 15, 1991",Professor,91854.00,English,Professor
ASU,43,"AUG 22, 2017",Assistant Professor,67823.00,Anthropology,Assistant Professor
ASU,55,"AUG 23, 2005",Professor,83030.00,History,Professor
ASU,50,"AUG 24, 2010",Associate Professor,81952.00,Rehabilitation Sciences,Associate Professor
